Designator,Mid X,Mid Y,Rotation,Layer
BT1,120.0,-118.0,180.0,top
D1,93.5,-111.005,90.0,top
D2,102.005,-139.5,180.0,top
D3,134.495,-139.5,0.0,top
D4,148.0,-110.27,90.0,top
R1,106.5,-107.5,270.0,top
R2,102.0,-120.0,0.0,top
R3,138.0,-120.0,180.0,top
R4,134.0,-107.0,270.0,top
SW1,120.0,-133.5,180.0,top
